,Object_code,Function_code,Title,Category_State,Category_Edstruments,Major_Category_Edstruments,State
6701,332,,Travel,PURCHASED SERVICES,Travel,Purchased Professional and Technical Services,South Carolina
6702,339,,Other Transportation Services,PURCHASED SERVICES,Busing/Transportation,Purchased Professional and Technical Services,South Carolina
6703,340,,Communication,PURCHASED SERVICES,Other Purchased Services,Purchased Professional and Technical Services,South Carolina
6704,345,,Technology,PURCHASED SERVICES,Other Purchased Services,Purchased Professional and Technical Services,South Carolina
6705,350,,Advertising,PURCHASED SERVICES,Other Purchased Services,Purchased Professional and Technical Services,South Carolina
6706,360,,Printing and Binding,PURCHASED SERVICES,Other Purchased Services,Purchased Professional and Technical Services,South Carolina
6707,370,,TUITION,PURCHASED SERVICES,Tuition,Employee Benefits,South Carolina
6708,371,,Tuition to AVC/Technology Center,PURCHASED SERVICES,Tuition,Employee Benefits,South Carolina
6709,372,,Tuition to LEA E,PURCHASED SERVICES,Tuition,Employee Benefits,South Carolina
6710,373,,Tuition to Other Entity,PURCHASED SERVICES,Tuition,Employee Benefits,South Carolina
6711,380,,Head of Organizational Unit Travel,PURCHASED SERVICES,Travel,Purchased Professional and Technical Services,South Carolina
6712,390,,OTHER PURCHASED SERVICES,PURCHASED SERVICES,Other Purchased Services,Purchased Professional and Technical Services,South Carolina
6713,391,,Food Service Contracted Salaries,PURCHASED SERVICES,Food,Other Financing Uses,South Carolina
6714,392,,Food Service Contracted Fringe Benefits,PURCHASED SERVICES,Food,Other Financing Uses,South Carolina
6715,392,,Food Service Contracted Fringe Benefits,PURCHASED SERVICES,Food,Other Financing Uses,South Carolina
6716,395,,Other Professional and Technical Services,PURCHASED SERVICES,Purchased Professional Services,Purchased Professional and Technical Services,South Carolina
6717,395,,Other Professional and Technical Services,PURCHASED SERVICES,Purchased Professional Services,Purchased Professional and Technical Services,South Carolina
6718,410,,Supplies,SUPPLIES AND MATERIALS,Other Supplies,Supplies,South Carolina
6719,420,,Textbooks,SUPPLIES AND MATERIALS,Instructional Curriculum,Supplies,South Carolina
6720,430,,Library Books and Materials,SUPPLIES AND MATERIALS,Instructional Curriculum,Supplies,South Carolina
6721,440,,Periodicals,SUPPLIES AND MATERIALS,Instructional Curriculum,Supplies,South Carolina
6722,445,,Technology and Software Supplies,SUPPLIES AND MATERIALS,Supplies - Technology,Supplies,South Carolina
6723,450,,Warehouse Inventory Adjustment,SUPPLIES AND MATERIALS,Other Supplies,Supplies,South Carolina
6724,460,,FOOD,SUPPLIES AND MATERIALS,Food,Other Financing Uses,South Carolina
6725,461,,USDA Commodities,SUPPLIES AND MATERIALS,Food,Other Financing Uses,South Carolina
6726,462,,Commodity Distribution Charge,SUPPLIES AND MATERIALS,Food,Other Financing Uses,South Carolina
6727,470,,Energy,SUPPLIES AND MATERIALS,Utilities/Energy,Purchased Property Services,South Carolina
6728,480,,Head of Organizational Unit Supplies,SUPPLIES AND MATERIALS,Other Supplies,Supplies,South Carolina
6729,490,,Other Supplies and Materials,SUPPLIES AND MATERIALS,Miscellaneous,Other Financing Uses,South Carolina
6730,510,,Land,CAPITAL OUTLAY,Land,Capital,South Carolina
6731,520,,Construction Services,CAPITAL OUTLAY,Buildings,Capital,South Carolina
6732,525,,Buildings,CAPITAL OUTLAY,Buildings,Capital,South Carolina
6733,530,,Improvements Other Than Buildings,CAPITAL OUTLAY,Other Capital,Capital,South Carolina
6734,540,,Equipment,CAPITAL OUTLAY,Machinery and Equipment,Capital,South Carolina
6735,545,,Technology Equipment and Software,CAPITAL OUTLAY,Machinery and Equipment,Capital,South Carolina
6736,550,,Vehicles,CAPITAL OUTLAY,Machinery and Equipment,Capital,South Carolina
6737,560,,Library Books and Materials,CAPITAL OUTLAY,Other Capital,Capital,South Carolina
6738,570,,Depreciation,CAPITAL OUTLAY,Other Capital,Capital,South Carolina
6739,580,,Mobile Classrooms,CAPITAL OUTLAY,Other Capital,Capital,South Carolina
6740,590,,Other Capital Outlay,CAPITAL OUTLAY,Other Capital,Capital,South Carolina
6741,610,,Redemption of Principal,OTHER OBJECTS,Debt Service,Other Financing Uses,South Carolina
6742,620,,Interest,OTHER OBJECTS,Debt Service,Other Financing Uses,South Carolina
6743,630,,Discount on Bonds Sold,OTHER OBJECTS,Miscellaneous,Other Financing Uses,South Carolina
6744,640,,Organization Membership Dues and Fees,OTHER OBJECTS,Miscellaneous,Other Financing Uses,South Carolina
6745,650,,Liability/Tort Insurance,OTHER OBJECTS,Other Purchased Services,Purchased Professional and Technical Services,South Carolina
6746,651,,Litigation and Settlements,OTHER OBJECTS,Miscellaneous,Other Financing Uses,South Carolina
6747,660,,Pupil Activity,OTHER OBJECTS,Miscellaneous,Other Financing Uses,South Carolina
6748,670,,Sales Tax on Adult Meals,OTHER OBJECTS,Miscellaneous,Other Financing Uses,South Carolina
6749,680,,Head of Organizational Unit Other Objects,OTHER OBJECTS,Miscellaneous,Other Financing Uses,South Carolina
6750,690,,Other Objects,OTHER OBJECTS,Miscellaneous,Other Financing Uses,South Carolina
6751,710,,Fund Modifications,TRANSFERS,Miscellaneous,Other Financing Uses,South Carolina
6752,720,,Transits,TRANSFERS,Miscellaneous,Other Financing Uses,South Carolina
6753,791,,Indirect Costs,TRANSFERS,Miscellaneous,Other Financing Uses,South Carolina
6754,110,,Regular Salaries,Salaries,Teachers Salaries,Salaries,South Dakota
6755,111,,Certified Staff Salaries,Salaries,Support Staff Salaries,Salaries,South Dakota
6756,112,,Instructional Aides Salaries,Salaries,Support Staff Salaries,Salaries,South Dakota
6757,113,,Administrative Salaries,Salaries,Administrative Salaries,Salaries,South Dakota
6758,114,,Classified Staff Wages,Salaries,Support Staff Salaries,Salaries,South Dakota
6759,119,,Other Compensation,Salaries,Other Salaries,Salaries,South Dakota
6760,120,,Temporary Salaries,Salaries,Other Salaries,Salaries,South Dakota
6761,130,,Overtime Salaries,Salaries,Other Salaries,Salaries,South Dakota
6762,140,,Compensated Absence Salaries,Salaries,Other Salaries,Salaries,South Dakota
6763,150,,Early Retirement Payment,Salaries,Other Salaries,Salaries,South Dakota
6764,190,,Other Salaries,Salaries,Other Salaries,Salaries,South Dakota
6765,210,,Social Security/Medicare,Employee Benefits,Retirement Contributions,Employee Benefits,South Dakota
6766,220,,Employees’ Retirement System,Employee Benefits,Retirement Contributions,Employee Benefits,South Dakota
6767,230,,"Group Health, Life Insurance, Vision or Dental Insurance",Employee Benefits,Health Insurance/Health Related Benefits,Employee Benefits,South Dakota
6768,240,,Worker’s Compensation Insurance,Employee Benefits,Workers Compensation,Employee Benefits,South Dakota
6769,250,,Unemployment Insurance,Employee Benefits,Unemployment Benefits,Employee Benefits,South Dakota
6770,260,,Disability Insurance,Employee Benefits,Other Employee Benefits,Employee Benefits,South Dakota
6771,270,,Annuities,Employee Benefits,Other Employee Benefits,Employee Benefits,South Dakota
6772,290,,Other Employee Benefits,Employee Benefits,Other Employee Benefits,Employee Benefits,South Dakota
6773,310,,"Professional, Technical or Specialized Services",Purchased Services,Purchased Professional Services,Purchased Professional and Technical Services,South Dakota
6774,311,,Services Purchased from a School District In-State,Purchased Services,Other Purchased Services,Purchased Professional and Technical Services,South Dakota
6775,312,,Services Purchased from a School District Out-of-State,Purchased Services,Other Purchased Services,Purchased Professional and Technical Services,South Dakota
6776,313,,Services Purchased from a Cooperative,Purchased Services,Other Purchased Services,Purchased Professional and Technical Services,South Dakota
6777,314,,Services Purchased from a Consortium,Purchased Services,Other Purchased Services,Purchased Professional and Technical Services,South Dakota
6778,315,,Registration Fees,Purchased Services,Miscellaneous,Other Financing Uses,South Dakota
6779,319,,"Other Professional, Technical and Specialized Services",Purchased Services,Purchased Professional Services,Purchased Professional and Technical Services,South Dakota
6780,320,,Property Services,Purchased Services,Other Property Services,Purchased Property Services,South Dakota
6781,321,,Public Utility Services,Purchased Services,Utilities/Energy,Purchased Property Services,South Dakota
6782,322,,Cleaning Services,Purchased Services,Maintenance Costs,Purchased Property Services,South Dakota
6783,323,,Repairs and Maintenance Services,Purchased Services,Maintenance Costs,Purchased Property Services,South Dakota
6784,325,,Rentals,Purchased Services,Rentals,Purchased Property Services,South Dakota
6785,329,,Other Property Services,Purchased Services,Other Property Services,Purchased Property Services,South Dakota
6786,330,,Transportation Services,Purchased Services,Busing/Transportation,Purchased Professional and Technical Services,South Dakota
6787,331,,Contracted Bus Service,Purchased Services,Busing/Transportation,Purchased Professional and Technical Services,South Dakota
6788,332,,Mileage Paid to Parents,Purchased Services,Travel,Purchased Professional and Technical Services,South Dakota
6789,333,,Payments in Lieu of Transportation,Purchased Services,Busing/Transportation,Purchased Professional and Technical Services,South Dakota
6790,334,,Travel,Purchased Services,Travel,Purchased Professional and Technical Services,South Dakota
6791,335,,Transportation--Common Carrier or Bus Service,Purchased Services,Busing/Transportation,Purchased Professional and Technical Services,South Dakota
6792,339,,Other Transportation Services,Purchased Services,Busing/Transportation,Purchased Professional and Technical Services,South Dakota
6793,340,,Communication,Purchased Services,Other Purchased Services,Purchased Professional and Technical Services,South Dakota
6794,350,,Advertising,Purchased Services,Other Purchased Services,Purchased Professional and Technical Services,South Dakota
6795,360,,Printing and Binding,Purchased Services,Other Purchased Services,Purchased Professional and Technical Services,South Dakota
6796,370,,Tuition,Purchased Services,Tuition,Employee Benefits,South Dakota
6797,371,,Payments to Other School Districts In-State,Purchased Services,Tuition,Employee Benefits,South Dakota
6798,372,,Payments to Other School Districts Out-of-State,Purchased Services,Tuition,Employee Benefits,South Dakota
6799,373,,Payments to Other Educational Institutions,Purchased Services,Purchased Professional Services,Purchased Professional and Technical Services,South Dakota
6800,374,,Interfund Tuition Payments,Purchased Services,Tuition,Employee Benefits,South Dakota
6801,379,,All Other Tuition,Purchased Services,Tuition,Employee Benefits,South Dakota
6802,390,,Other Purchased Services,Purchased Services,Food,Other Financing Uses,South Dakota
6803,391,,Residential Services,Purchased Services,Other Property Services,Purchased Property Services,South Dakota
6804,393,,Distance Learning Fees,Purchased Services,Miscellaneous,Other Financing Uses,South Dakota
6805,399,,All Other Purchased Services,Purchased Services,Food,Other Financing Uses,South Dakota
6806,410,,Consumable Supplies,Supplies and Materials,Miscellaneous,Other Financing Uses,South Dakota
6807,411,,Non-Technology Supplies,Supplies and Materials,Supplies - Technology,Supplies,South Dakota
6808,412,,Technology Supplies,Supplies and Materials,Supplies - Technology,Supplies,South Dakota
6809,413,,Motor Fuel (gas and diesel for vehicles and buses; heating fuel is a utility cost-321),Supplies and Materials,Utilities/Energy,Purchased Property Services,South Dakota
6810,420,,Textbooks and Periodicals,Supplies and Materials,Instructional Curriculum,Supplies,South Dakota
6811,421,,Printed Textbooks,Supplies and Materials,Instructional Curriculum,Supplies,South Dakota
6812,422,,Instructional Software,Supplies and Materials,Supplies - Technology,Supplies,South Dakota
6813,423,,Electronic Textbooks,Supplies and Materials,Supplies - Technology,Supplies,South Dakota
6814,424,,Instructional Workbooks and Classroom Subscriptions,Supplies and Materials,Instructional Curriculum,Supplies,South Dakota
6815,425,,Periodicals,Supplies and Materials,Instructional Curriculum,Supplies,South Dakota
6816,450,,Warehouse Inventory Adjustment,Supplies and Materials,Other Supplies,Supplies,South Dakota
6817,460,,Food,Supplies and Materials,Food,Other Financing Uses,South Dakota
6818,461,,Purchased Food,Supplies and Materials,Food,Other Financing Uses,South Dakota
6819,462,,Donated Food (commodities),Supplies and Materials,Food,Other Financing Uses,South Dakota
6820,470,,Non-consumable Supplies,Supplies and Materials,Other Supplies,Supplies,South Dakota
6821,471,,Computer Equipment (non-capitalized),Supplies and Materials,Machinery and Equipment,Capital,South Dakota
6822,472,,Non-Instructional Computer Software (administrative),Supplies and Materials,Supplies - Technology,Supplies,South Dakota
6823,473,,Computer Licensing Fees,Supplies and Materials,Miscellaneous,Other Financing Uses,South Dakota
6824,479,,Other Non-consumable Supplies,Supplies and Materials,Miscellaneous,Other Financing Uses,South Dakota
6825,510,,Land,Capital Acquisitions,Land,Capital,South Dakota
6826,520,,Buildings,Capital Acquisitions,Buildings,Capital,South Dakota
6827,530,,Improvements Other Than Buildings,Capital Acquisitions,Other Capital,Capital,South Dakota
6828,540,,Equipment,Capital Acquisitions,Machinery and Equipment,Capital,South Dakota
6829,541,,Computer Equipment,Capital Acquisitions,Machinery and Equipment,Capital,South Dakota
6830,549,,Other Equipment,Capital Acquisitions,Machinery and Equipment,Capital,South Dakota
6831,550,,Vehicles (licensed),Capital Acquisitions,Machinery and Equipment,Capital,South Dakota
6832,560,,Library Media,Capital Acquisitions,Machinery and Equipment,Capital,South Dakota
6833,590,,Other Capital Acquisitions,Capital Acquisitions,Other Capital,Capital,South Dakota
6834,610,,Debt Service,Other Objects,Debt Service,Other Financing Uses,South Dakota
6835,611,,Redemption of Principal,Other Objects,Debt Service,Other Financing Uses,South Dakota
6836,612,,Interest,Other Objects,Debt Service,Other Financing Uses,South Dakota
6837,613,,Fiscal Agent’s Fees,Other Objects,Miscellaneous,Other Financing Uses,South Dakota
6838,614,,Issuance Costs,Other Objects,Miscellaneous,Other Financing Uses,South Dakota
6839,615,,Refunding Escrow,Other Objects,Miscellaneous,Other Financing Uses,South Dakota
6840,616,,Amortization of Bond Issuance and Other Debt-Related Costs,Other Objects,Debt Service,Other Financing Uses,South Dakota
6841,617,,Amortization of Discount on Issuance of Bonds,Other Objects,Miscellaneous,Other Financing Uses,South Dakota
6842,619,,Other Debt Service Costs,Other Objects,Debt Service,Other Financing Uses,South Dakota
6843,640,,Dues and Fees,Other Objects,Miscellaneous,Other Financing Uses,South Dakota
6844,650,,Insurance and Judgments,Other Objects,Other Purchased Services,Purchased Professional and Technical Services,South Dakota
6845,651,,"Property, Liability and Fidelity Insurance",Other Objects,Other Purchased Services,Purchased Professional and Technical Services,South Dakota
6846,653,,Judgments Against the School District,Other Objects,Miscellaneous,Other Financing Uses,South Dakota
6847,654,,Self Insurance Claims,Other Objects,Other Purchased Services,Purchased Professional and Technical Services,South Dakota
6848,659,,Other Insurance and Judgments,Other Objects,Other Purchased Services,Purchased Professional and Technical Services,South Dakota
6849,670,,Student Loan Match,Other Objects,Miscellaneous,Other Financing Uses,South Dakota
6850,680,,Scholarships,Other Objects,Miscellaneous,Other Financing Uses,South Dakota
6851,690,,Miscellaneous Objects,Other Objects,Miscellaneous,Other Financing Uses,South Dakota
6852,810,,Loss on Disposal of Capital Assets,Loss of Capital Assets,Other Capital,Capital,South Dakota
6853,820,,Loss on Damage to Capital Assets,Loss of Capital Assets,Other Capital,Capital,South Dakota
6854,910,,Depreciation--Local Funds,Depreciation of Capital Assets,Other Capital,Capital,South Dakota
6855,920,,Depreciation--Federal Assistance,Depreciation of Capital Assets,Other Capital,Capital,South Dakota
6856,930,,Amortization,Depreciation of Capital Assets,Other Capital,Capital,South Dakota
6857,6110,,Teachers and Other Professional Personnel,PAYROLL COSTS,Teachers Salaries,Salaries,Texas
6858,6112,,Salaries or Wages for Substitute Teachers and Other Professionals,PAYROLL COSTS,Teachers Salaries,Salaries,Texas
6859,6116,,Salaries or Wages for Teachers and Other Professional Personnel — Locally Defined,PAYROLL COSTS,Teachers Salaries,Salaries,Texas
6860,6119,,Salaries or Wages—Teachers and Other Professional Personnel,PAYROLL COSTS,Other Salaries,Salaries,Texas
6861,6120,,Support Personnel,PAYROLL COSTS,Support Staff Salaries,Salaries,Texas
6862,6121,,Extra Duty Pay or Overtime—Support Personnel,PAYROLL COSTS,Other Salaries,Salaries,Texas
6863,6122,,Salaries or Wages for Substitute Support Personnel,PAYROLL COSTS,Teachers Salaries,Salaries,Texas
6864,6125,,Salaries or Wages for Support Personnel—Locally Defined,PAYROLL COSTS,Support Staff Salaries,Salaries,Texas
6865,6129,,Salaries or Wages for Support Personnel,PAYROLL COSTS,Support Staff Salaries,Salaries,Texas
6866,6130,,Employee Allowances,PAYROLL COSTS,Other Salaries,Salaries,Texas
6867,6131,,Contract Buyouts,PAYROLL COSTS,Other Salaries,Salaries,Texas
6868,6134,,Employee Allowances—Locally Defined,PAYROLL COSTS,Other Employee Benefits,Employee Benefits,Texas
6869,6139,,Employee Allowances,PAYROLL COSTS,Other Employee Benefits,Employee Benefits,Texas
6870,6140,,Employee Benefits,PAYROLL COSTS,Other Employee Benefits,Employee Benefits,Texas
6871,6141,,Social Security or Medicare,PAYROLL COSTS,Retirement Contributions,Employee Benefits,Texas
6872,6142,,Group Health and Life Insurance,PAYROLL COSTS,Group Insurance,Employee Benefits,Texas
6873,6143,,Workers’ Compensation,PAYROLL COSTS,Workers Compensation,Employee Benefits,Texas
6874,6144,,Teacher Retirement or TRS Care—On-Behalf Payments and Medicare,PAYROLL COSTS,Retirement Contributions,Employee Benefits,Texas
6875,6145,,Unemployment Compensation,PAYROLL COSTS,Unemployment Benefits,Employee Benefits,Texas
6876,6146,,Teacher Retirement or TRS Care,PAYROLL COSTS,Retirement Contributions,Employee Benefits,Texas
6877,6147,,Pension Expense,PAYROLL COSTS,Retirement Contributions,Employee Benefits,Texas
6878,6148,,Employee Benefits—Locally Defined,PAYROLL COSTS,Other Employee Benefits,Employee Benefits,Texas
6879,6149,,Employee Benefits,PAYROLL COSTS,Other Employee Benefits,Employee Benefits,Texas
6880,6210,,Professional Services,PROFESSIONAL AND CONTRACTED SERVICES,Purchased Professional Services,Purchased Professional and Technical Services,Texas
6881,6211,,Legal Services,PROFESSIONAL AND CONTRACTED SERVICES,Purchased Professional Services,Purchased Professional and Technical Services,Texas
6882,6212,,Audit Services,PROFESSIONAL AND CONTRACTED SERVICES,Purchased Professional Services,Purchased Professional and Technical Services,Texas
6883,6213,,Tax Appraisal and Collection,PROFESSIONAL AND CONTRACTED SERVICES,Miscellaneous,Other Financing Uses,Texas
6884,6214,,Lobbying,PROFESSIONAL AND CONTRACTED SERVICES,Purchased Professional Services,Purchased Professional and Technical Services,Texas
6885,6216,,Professional Services—Locally Defined,PROFESSIONAL AND CONTRACTED SERVICES,Purchased Professional Services,Purchased Professional and Technical Services,Texas
6886,6219,,Professional Services,PROFESSIONAL AND CONTRACTED SERVICES,Purchased Professional Services,Purchased Professional and Technical Services,Texas
6887,6220,,Tuition and Transfer Payments,PROFESSIONAL AND CONTRACTED SERVICES,Tuition,Employee Benefits,Texas
6888,6221,,Staff Tuition and Related Fees—Higher Education,PROFESSIONAL AND CONTRACTED SERVICES,Tuition,Employee Benefits,Texas
6889,6222,,Student Tuition—Public Schools,PROFESSIONAL AND CONTRACTED SERVICES,Tuition,Employee Benefits,Texas
6890,6223,,Student Tuition—Other than to Public Schools,PROFESSIONAL AND CONTRACTED SERVICES,Tuition,Employee Benefits,Texas
6891,6224,,Student Attendance Credits—School Districts Only,PROFESSIONAL AND CONTRACTED SERVICES,Busing/Transportation,Purchased Professional and Technical Services,Texas
6892,6227,,Tuition—Locally Defined,PROFESSIONAL AND CONTRACTED SERVICES,Retirement Contributions,Employee Benefits,Texas
6893,6229,,Tuition and Transfer Payments,PROFESSIONAL AND CONTRACTED SERVICES,Tuition,Employee Benefits,Texas
6894,6230,,Education Service Center Services,PROFESSIONAL AND CONTRACTED SERVICES,Purchased Professional Services,Purchased Professional and Technical Services,Texas
6895,6234,,Education Service Center Services—Locally Defined,PROFESSIONAL AND CONTRACTED SERVICES,Purchased Professional Services,Purchased Professional and Technical Services,Texas
6896,6239,,Education Service Center Services,PROFESSIONAL AND CONTRACTED SERVICES,Purchased Professional Services,Purchased Professional and Technical Services,Texas
6897,6240,,CONTRACTED MAINTENANCE AND REPAIR SERVICES,PROFESSIONAL AND CONTRACTED SERVICES,Maintenance Costs,Purchased Property Services,Texas
6898,6244,,Contracted Maintenance and Repair—Locally Defined,PROFESSIONAL AND CONTRACTED SERVICES,Maintenance Costs,Purchased Property Services,Texas
6899,6249,,Contracted Maintenance and Repair,PROFESSIONAL AND CONTRACTED SERVICES,Maintenance Costs,Purchased Property Services,Texas
6900,6250,,UTILITIES,PROFESSIONAL AND CONTRACTED SERVICES,Purchased Professional Services,Purchased Professional and Technical Services,Texas
6901,6255,,Utilities—Locally Defined,PROFESSIONAL AND CONTRACTED SERVICES,Purchased Professional Services,Purchased Professional and Technical Services,Texas
6902,6259,,Utilities,PROFESSIONAL AND CONTRACTED SERVICES,Purchased Professional Services,Purchased Professional and Technical Services,Texas
6903,6260,,RENTALS—OPERATING LEASES,PROFESSIONAL AND CONTRACTED SERVICES,Purchased Professional Services,Purchased Professional and Technical Services,Texas
6904,6264,,Rentals—Operating Leases—Locally Defined,PROFESSIONAL AND CONTRACTED SERVICES,Purchased Professional Services,Purchased Professional and Technical Services,Texas
6905,6269,,Rentals—Operating Leases,PROFESSIONAL AND CONTRACTED SERVICES,Purchased Professional Services,Purchased Professional and Technical Services,Texas
6906,6290,,MISCELLANEOUS CONTRACTED SERVICES,PROFESSIONAL AND CONTRACTED SERVICES,Miscellaneous,Other Financing Uses,Texas
6907,6291,,Consulting Services,PROFESSIONAL AND CONTRACTED SERVICES,Purchased Professional Services,Purchased Professional and Technical Services,Texas
6908,6294,,Miscellaneous Contracted Services—Locally Defined,PROFESSIONAL AND CONTRACTED SERVICES,Miscellaneous,Other Financing Uses,Texas
6909,6299,,Miscellaneous Contracted Services,PROFESSIONAL AND CONTRACTED SERVICES,Miscellaneous,Other Financing Uses,Texas
6910,6310,,Supplies and Materials for Maintenance and Operations,SUPPLIES AND MATERIALS,Maintenance Costs,Purchased Property Services,Texas
6911,6311,,Gasoline and Other Fuels for Vehicles (Including Buses),SUPPLIES AND MATERIALS,Miscellaneous,Other Financing Uses,Texas
6912,6315,,Supplies for Maintenance and Operations—Locally Defined,SUPPLIES AND MATERIALS,Maintenance Costs,Purchased Property Services,Texas
6913,6319,,Supplies for Maintenance and Operations,SUPPLIES AND MATERIALS,Maintenance Costs,Purchased Property Services,Texas
6914,6320,,INSTRUCTIONAL MATERIALS,SUPPLIES AND MATERIALS,Instructional Curriculum,Supplies,Texas
6915,6321,,Instructional Materials,SUPPLIES AND MATERIALS,Instructional Curriculum,Supplies,Texas
6916,6325,,Reading Materials—Locally Defined,SUPPLIES AND MATERIALS,Other Supplies,Supplies,Texas
6917,6329,,Reading Materials,SUPPLIES AND MATERIALS,Instructional Curriculum,Supplies,Texas
6918,6330,,TESTING MATERIALS,SUPPLIES AND MATERIALS,Instructional Curriculum,Supplies,Texas
6919,6334,,Testing Materials—Locally Defined Note:,SUPPLIES AND MATERIALS,Instructional Curriculum,Supplies,Texas
6920,6339,,Testing Materials,SUPPLIES AND MATERIALS,Instructional Curriculum,Supplies,Texas
6921,6340,,FOOD SERVICE AND OTHER RESALE ITEMS,SUPPLIES AND MATERIALS,Food,Other Financing Uses,Texas
6922,6341,,Food,SUPPLIES AND MATERIALS,Food,Other Financing Uses,Texas
6923,6342,,Nonfood,SUPPLIES AND MATERIALS,Other Supplies,Supplies,Texas
6924,6343,,Items for Sale,SUPPLIES AND MATERIALS,Miscellaneous,Other Financing Uses,Texas
6925,6344,,USDA Commodities,SUPPLIES AND MATERIALS,Food,Other Financing Uses,Texas
6926,6348,,Food Supplies—Locally Defined,SUPPLIES AND MATERIALS,Food,Other Financing Uses,Texas
6927,6349,,Food Service Supplies,SUPPLIES AND MATERIALS,Food,Other Financing Uses,Texas
6928,6390,,SUPPLIES AND MATERIALS—GENERAL,SUPPLIES AND MATERIALS,Other Supplies,Supplies,Texas
6929,6395,,Supplies and Materials—Locally Defined,SUPPLIES AND MATERIALS,Other Supplies,Supplies,Texas
6930,6399,,General Supplies,SUPPLIES AND MATERIALS,Other Supplies,Supplies,Texas
6931,6410,,"Travel, Subsistence, and Stipends",OTHER OPERATING COSTS,Travel,Purchased Professional and Technical Services,Texas
6932,6411,,"Travel, Training, and Subsistence—Employee Only",OTHER OPERATING COSTS,Travel,Purchased Professional and Technical Services,Texas
6933,6412,,"Travel, Training, and Subsistence—Students",OTHER OPERATING COSTS,Travel,Purchased Professional and Technical Services,Texas
6934,6413,,Stipends—Nonemployees,OTHER OPERATING COSTS,Miscellaneous,Other Financing Uses,Texas
6935,6417,,Travel and Subsistence—Locally Defined,OTHER OPERATING COSTS,Travel,Purchased Professional and Technical Services,Texas
6936,6419,,Travel and Subsistence—Nonemployees,OTHER OPERATING COSTS,Travel,Purchased Professional and Technical Services,Texas
6937,6420,,INSURANCE AND BONDING COSTS,OTHER OPERATING COSTS,Other Purchased Services,Purchased Professional and Technical Services,Texas
6938,6425,,Insurance and Bonding Costs—Locally Defined,OTHER OPERATING COSTS,Other Purchased Services,Purchased Professional and Technical Services,Texas
6939,6429,,Insurance and Bonding Costs,OTHER OPERATING COSTS,Other Purchased Services,Purchased Professional and Technical Services,Texas
6940,6430,,ELECTION COSTS,OTHER OPERATING COSTS,Miscellaneous,Other Financing Uses,Texas
6941,6434,,Election Costs—Locally Defined,OTHER OPERATING COSTS,Miscellaneous,Other Financing Uses,Texas
6942,6439,,Election Costs,OTHER OPERATING COSTS,Miscellaneous,Other Financing Uses,Texas
6943,6440,,"DEPRECIATION EXPENSE OF PROPRIETARY AND
NONEXPENDABLE TRUST FUNDS",OTHER OPERATING COSTS,Other Capital,Capital,Texas
6944,6444,,Depreciation Expense—Locally Defined,OTHER OPERATING COSTS,Other Capital,Capital,Texas
6945,6449,,Depreciation Expense,OTHER OPERATING COSTS,Other Capital,Capital,Texas
6946,6490,,Miscellaneous Operating Costs,OTHER OPERATING COSTS,Miscellaneous,Other Financing Uses,Texas
6947,6491,,Statutorily Required Public Notices,OTHER OPERATING COSTS,Miscellaneous,Other Financing Uses,Texas
6948,6492,,Payments to Fiscal Agents of Shared Services Arrangements,OTHER OPERATING COSTS,Miscellaneous,Other Financing Uses,Texas
6949,6493,,Payments to Member Districts of Shared Services Arrangements,OTHER OPERATING COSTS,Miscellaneous,Other Financing Uses,Texas
6950,6494,,Reclassified Transportation Expenditures or Expenses,OTHER OPERATING COSTS,Miscellaneous,Other Financing Uses,Texas
6951,6495,,Dues,OTHER OPERATING COSTS,Miscellaneous,Other Financing Uses,Texas
6952,6497,,Miscellaneous Operating Costs—Locally Defined,OTHER OPERATING COSTS,Miscellaneous,Other Financing Uses,Texas
6953,6499,,Miscellaneous Operating Costs,OTHER OPERATING COSTS,Miscellaneous,Other Financing Uses,Texas
6954,6510,,Debt Principal,DEBT SERVICE,Debt Service,Other Financing Uses,Texas
6955,6511,,Bond Principal in the Debt Service Fund,DEBT SERVICE,Debt Service,Other Financing Uses,Texas
6956,6512,,Capital Lease Principal,DEBT SERVICE,Debt Service,Other Financing Uses,Texas
6957,6513,,Long-Term Debt Principal,DEBT SERVICE,Debt Service,Other Financing Uses,Texas
6958,6517,,Debt Service—Locally Defined,DEBT SERVICE,Debt Service,Other Financing Uses,Texas
6959,6519,,Debt Principal,DEBT SERVICE,Debt Service,Other Financing Uses,Texas
6960,6520,,INTEREST EXPENDITURES OR EXPENSES,DEBT SERVICE,Debt Service,Other Financing Uses,Texas
6961,6521,,Interest on Bonds,DEBT SERVICE,Debt Service,Other Financing Uses,Texas
6962,6522,,Capital Lease Interest,DEBT SERVICE,Debt Service,Other Financing Uses,Texas
6963,6523,,Interest on Debt,DEBT SERVICE,Debt Service,Other Financing Uses,Texas
6964,6524,,Amortization of Bond and Other Debt-Related Costs,DEBT SERVICE,Debt Service,Other Financing Uses,Texas
6965,6525,,Amortization of Premium and Discount on Issuance of Bonds,DEBT SERVICE,Miscellaneous,Other Financing Uses,Texas
6966,6527,,Interest Expenditures or Expenses—Locally Defined,DEBT SERVICE,Debt Service,Other Financing Uses,Texas
6967,6529,,Interest Expenditures or Expenses,DEBT SERVICE,Debt Service,Other Financing Uses,Texas
6968,6590,,Other Debt Service Expenditures or Expenses,DEBT SERVICE,Debt Service,Other Financing Uses,Texas
